"time","latitude","longitude","sst"
"2022-01-01T00:00:00Z",1.85416596200001,-90.270832616,24.33
"2022-01-01T00:00:00Z",1.85416596200001,-90.229165949,24.49
"2022-01-01T00:00:00Z",1.85416596200001,-90.187499282,24.56
"2022-01-01T00:00:00Z",1.85416596200001,-90.145832615,24.265
"2022-01-01T00:00:00Z",1.85416596200001,-90.104165948,24.14
"2022-01-01T00:00:00Z",1.85416596200001,-90.062499281,24.065
"2022-01-01T00:00:00Z",1.85416596200001,-90.020832614,24.21
"2022-01-01T00:00:00Z",1.85416596200001,-89.979165947,24.47
"2022-01-01T00:00:00Z",1.85416596200001,-89.93749928,24.54
"2022-01-01T00:00:00Z",1.85416596200001,-89.895832613,24.585
"2022-01-01T00:00:00Z",1.85416596200001,-89.854165946,24.69
"2022-01-01T00:00:00Z",1.85416596200001,-89.812499279,24.83
"2022-01-01T00:00:00Z",1.85416596200001,-89.770832612,24.785
"2022-01-01T00:00:00Z",1.85416596200001,-89.729165945,24.755
"2022-01-01T00:00:00Z",1.85416596200001,-89.687499278,24.775
"2022-01-01T00:00:00Z",1.85416596200001,-89.645832611,24.775
"2022-01-01T00:00:00Z",1.85416596200001,-89.604165944,24.755
"2022-01-01T00:00:00Z",1.85416596200001,-89.562499277,24.665
"2022-01-01T00:00:00Z",1.85416596200001,-89.52083261,24.495
"2022-01-01T00:00:00Z",1.85416596200001,-89.479165943,24.52
"2022-01-01T00:00:00Z",1.85416596200001,-89.437499276,24.5
"2022-01-01T00:00:00Z",1.85416596200001,-89.395832609,24.115
"2022-01-01T00:00:00Z",1.85416596200001,-89.354165942,24.22
"2022-01-01T00:00:00Z",1.85416596200001,-89.312499275,24.29
"2022-01-01T00:00:00Z",1.85416596200001,-89.270832608,24.465
"2022-01-01T00:00:00Z",1.85416596200001,-89.229165941,24.65
"2022-01-01T00:00:00Z",1.85416596200001,-89.187499274,24.51
"2022-01-01T00:00:00Z",1.85416596200001,-89.145832607,24.68
